ID	domain	phylum	class	order	family	genus	species
k141_18146	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens
k141_6543	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_26446	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_26448	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_18147	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus sp. B6464
k141_31021	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_14346	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
k141_2715	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella massiliensis
k141_26451	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium beijerinckii
k141_31022	Bacteria						
k141_6545	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_18152	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_26453	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	
k141_6551	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_26454	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
k141_14351	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_18153	Bacteria						
k141_14353	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	
k141_6557	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
k141_18154	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_2717	Bacteria						
k141_6558	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium psychroaquaticum
k141_26458	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
k141_14360	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_26465	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoclostridium	Pseudoclostridium thermosuccinogenes
k141_14361	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	
k141_18160	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli
k141_2723	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_18162	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_26468	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_31024	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_2724	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_31028	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas coprocola
k141_2726	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex
k141_18168	Bacteria	Bacillota					
k141_2728	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Promicromonosporaceae	Isoptericola	Isoptericola variabilis
k141_26472	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_18171	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_26473	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Citricoccus	Citricoccus sp. NR2
k141_31031	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Cellulomonadaceae	Cellulomonas	Cellulomonas sp. NS3
k141_2735	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_6562	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
k141_10654	Bacteria						
k141_31039	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_2738	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_10658	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_10659	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium gilvum
k141_10660	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. SY8519
k141_18188	Bacteria	Bacillota					
k141_31046	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_6572	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_31049	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_18195	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
k141_6575	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces coeruleorubidus
k141_31050	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
k141_2751	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_18198	Bacteria						
k141_2752	Bacteria	Bacillota	Clostridia	Eubacteriales			
k141_31052	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Symmachiella	Symmachiella dynata
k141_10661	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. Pch-S
k141_6585	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas fastidiosa
k141_10663	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Aminipila	Aminipila butyrica
k141_10664	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_6591	Bacteria	Bacillota					
k141_10669							
k141_10673	Bacteria	Actinomycetota	Actinomycetes				
k141_2760	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_10674	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ethanoligenens	Ethanoligenens harbinense
k141_10677	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ethanoligenens	Ethanoligenens harbinense
k141_2766	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_31066	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_2767	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_10681	Bacteria						
k141_2769	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_18199	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BJN0001
k141_14371	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_2770	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_14372	Bacteria						
k141_2771	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_18200	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus tritici
k141_10685	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	
k141_10687	Bacteria						
k141_14377	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_2778	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	
k141_18205	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella uli
k141_10698	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Cohnella	Cohnella sp. LGH
k141_18206	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_6595	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acutalibacter	Acutalibacter muris
k141_31085	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
k141_18207	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. BNL1100
k141_14384	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_2781	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia inhibens
k141_6596	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_10705	Bacteria						
k141_14387	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	
k141_6598	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora xylanolytica
k141_18210	Bacteria	Bacillota					
k141_2787	Bacteria						
k141_31093	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	
k141_6599	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_2792	Bacteria						
k141_31097	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia pseudococcoides
k141_6600	Bacteria	Actinomycetota	Coriobacteriia				
k141_10706	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella cibaria
k141_2795	Bacteria						
k141_14393	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_21780	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_6605	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_10711	Bacteria	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor morganii
k141_31098	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas fastidiosa
k141_6606	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum
k141_21782	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
k141_10716	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_6609	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus konkukensis
k141_31105	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_21786	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_10721	Bacteria	Bacillota					
k141_6615	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella hathewayi
k141_2807	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_21788	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Dorea	Dorea formicigenerans
k141_2809	Bacteria		Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Persicimonas	Persicimonas caeni
k141_31115	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Solibaculum	Solibaculum mannosilyticum
k141_10724	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	
k141_6617	Bacteria						
k141_2810							
k141_10725	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_31119	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_2812	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_31120	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_21795	Bacteria						
k141_21796							
k141_10727	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces rutgersensis
k141_21798	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora saccharolytica
k141_10728	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
k141_6626	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus budapestensis
k141_10730	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas cangingivalis
k141_21800	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_18221	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_10731							
k141_2814	Bacteria	Actinomycetota	Actinomycetes				
k141_10734	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_18226	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus roterodami
k141_6627	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Schlegelella	Schlegelella aquatica
k141_2815	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_21805	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_21806	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium herbifermentans
k141_18232							
k141_21808	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruthenibacterium	Ruthenibacterium lactatiformans
k141_6639	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium callanderi
k141_14399	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_21813	Bacteria						
k141_18242	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_6640	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae		
k141_18243	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_2817	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii
k141_21814	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_6643	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter hominis
k141_14408	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella timonensis
k141_10738	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	
k141_10742	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_18244	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium congolense
k141_21819	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_18245	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	
k141_2825	Bacteria						
k141_2826	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens
k141_14411	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter daejeonensis
k141_18247	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium sp. oral taxon 416
k141_6650	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	
k141_14413	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_21823	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_18248	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halovivax	Halovivax cerinus
k141_14415	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CBW1004
k141_10753	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_6653	Bacteria						
k141_21826	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae
k141_18250	Bacteria						
k141_6654	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_14419	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	
k141_10755	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_31122	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium sp. JN-9
k141_2828	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_18252	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_2829	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_6656	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Syntrophobotulus	Syntrophobotulus glycolicus
k141_31123	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_14422	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_2831	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Peribacillus	Peribacillus asahii
k141_18254	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctopirus	
k141_2832	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	
k141_21838	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_14425	Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	Fretibacterium	Fretibacterium fastidiosum
k141_31130	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus tianjinensis
k141_10761	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_2834	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Thermophilibacter	Thermophilibacter immobilis
k141_21840	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acutalibacter	Acutalibacter muris
k141_10763	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Novisyntrophococcus	Novisyntrophococcus fermenticellae
k141_31135	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_10765	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_2839	Bacteria	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Gomontiellaceae	Crinalium	Crinalium epipsammum
k141_31142	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum
k141_18263	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parafannyhessea	Parafannyhessea umbonata
k141_10768	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera elsdenii
k141_21856	Bacteria	Mycoplasmatota	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma hippikon
k141_6671	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis
k141_31145	Bacteria	Bacillota	Tissierellia	Tissierellales	Acidilutibacteraceae	Acidilutibacter	Acidilutibacter cellobiosedens
k141_10769	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_31147	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora saccharolytica
k141_6675	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis
k141_18268	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium lactatifermentans
k141_21862	Bacteria						
k141_2840	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_6677	Bacteria						
k141_10773	Bacteria						
k141_21863	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Subdoligranulum	Subdoligranulum variabile
k141_31150	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
k141_6678	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
k141_2841	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_10775	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_2845	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_21867	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium prausnitzii
k141_2846	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_2847	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pusillibacter	Pusillibacter faecalis
k141_21870	Bacteria						
k141_18271	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter iranicus
k141_31162	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter sp. Marseille-Q4140
k141_2850	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tyrobutyricum
k141_14427	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae		
k141_2853	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_6687	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Dysosmobacter	Dysosmobacter welbionis
k141_21873	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae
k141_31164	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium jaguaris
k141_6692	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacter	Caproicibacter fermentans
k141_18276	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_21877	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium sp. BJN0003
k141_2858	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_21878	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium paludis
k141_31170	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium sp. I3-3-89
k141_6697	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	
k141_18279	Bacteria	Pseudomonadota	Gammaproteobacteria	Immundisolibacterales	Immundisolibacteraceae	Immundisolibacter	Immundisolibacter cernigliae
k141_21882	Bacteria	Pseudomonadota					
k141_18282	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium freneyi
k141_21885	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproiciproducens	Caproiciproducens sp. NJN-50
k141_2868	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens
k141_10779	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales Family XIII. Incertae Sedis	Aminipila	Aminipila luticellarii
k141_18283	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Caproicibacterium	Caproicibacterium amylolyticum
k141_21886	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium dentium
k141_31177	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ethanoligenens	Ethanoligenens harbinense
